,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
154936,197.0,2430.0,1889.0,,2411.0,150.0,46.0,865.0,527.0,,,,,12.0,3.0,18.0
155231,699.0,563.0,3250.0,124.0,549.0,157.0,2297.0,781.0,2284.0,,100.0,,,,,
155938,2.0,794.0,407.0,13.0,206.0,17.0,731.0,354.0,600.0,,8.0,,2.0,60.0,371.0,
156031,78.0,179.0,680.0,57.0,180.0,221.0,160.0,1104.0,551.0,,2.0,1.0,,,8.0,
156233,13.0,756.0,397.0,,379.0,65.0,7.0,268.0,334.0,,,,,,,
156334,3.0,472.0,1066.0,63.0,635.0,120.0,251.0,1039.0,602.0,,12.0,41.0,,1.0,124.0,
156536,448.0,593.0,1330.0,,354.0,239.0,6.0,1515.0,61.0,1.0,,10.0,,,,
156637,89.0,140.0,770.0,6.0,926.0,183.0,467.0,1764.0,535.0,,,,,,,
157336,29.0,25.0,,1.0,114.0,500.0,307.0,680.0,196.0,,11.0,,,,,
157437,186.0,521.0,1942.0,,1193.0,126.0,281.0,471.0,328.0,10.0,,11.0,,,,4.0
158035,139.0,79.0,994.0,143.0,146.0,274.0,174.0,1321.0,122.0,,13.0,,,24.0,52.0,
158136,24.0,2520.0,1123.0,4.0,2632.0,341.0,1693.0,1439.0,1138.0,,1.0,,,1.0,2.0,
158338,35.0,2086.0,3954.0,102.0,3520.0,211.0,1069.0,1466.0,3262.0,9.0,10.0,15.0,6.0,6.0,13.0,56.0
158540,,,28.0,2.0,,407.0,1073.0,1905.0,826.0,,1.0,,,,,
159138,24.0,153.0,1691.0,,220.0,185.0,229.0,414.0,33.0,,,,,,,
159239,733.0,1601.0,2255.0,302.0,1177.0,5.0,188.0,1161.0,807.0,,22.0,57.0,9.0,11.0,424.0,68.0
159340,,387.0,862.0,4.0,295.0,41.0,30.0,341.0,7.0,,24.0,,,,4.0,
159441,68.0,97.0,773.0,19.0,119.0,225.0,541.0,2341.0,546.0,367.0,20.0,36.0,17.0,7.0,2.0,
159744,7.0,634.0,418.0,,242.0,508.0,318.0,639.0,47.0,,1.0,,,,,
159946,115.0,500.0,820.0,55.0,278.0,146.0,660.0,1627.0,546.0,,,,,,,
160123,41.0,522.0,473.0,,956.0,,183.0,2.0,121.0,,,,3.0,,,
160729,365.0,337.0,1404.0,1.0,774.0,1035.0,129.0,1349.0,210.0,11.0,9.0,29.0,,,,
160830,166.0,634.0,820.0,,306.0,1.0,50.0,670.0,253.0,,3.0,,,,,
160931,1.0,134.0,624.0,,329.0,139.0,49.0,1193.0,317.0,,,2.0,,,,
161327,220.0,1481.0,2506.0,,2402.0,83.0,413.0,1182.0,1010.0,7.0,,5.0,,1.0,,
161731,30.0,353.0,884.0,,320.0,144.0,58.0,563.0,56.0,,2.0,,,,,
161832,14.0,3.0,98.0,1.0,4.0,490.0,53.0,845.0,104.0,,3.0,,,,,
162026,1127.0,765.0,2165.0,30.0,1569.0,66.0,38.0,759.0,193.0,31.0,2.0,93.0,2.0,,,11.0
162228,35.0,24.0,110.0,,61.0,1664.0,306.0,1218.0,188.0,,16.0,65.0,3.0,,,
162329,45.0,677.0,735.0,5.0,554.0,286.0,118.0,353.0,152.0,,14.0,50.0,,,,
162733,198.0,516.0,681.0,65.0,1439.0,322.0,515.0,1332.0,1472.0,14.0,35.0,146.0,120.0,39.0,1041.0,297.0
162935,43.0,42.0,285.0,,12.0,78.0,388.0,398.0,206.0,,,37.0,,,,
163129,4.0,374.0,162.0,19.0,806.0,750.0,1467.0,2144.0,1963.0,,51.0,,9.0,16.0,10.0,
163331,890.0,165.0,1459.0,,490.0,472.0,264.0,674.0,34.0,,,5.0,,,,
163836,425.0,325.0,585.0,,438.0,22.0,87.0,262.0,34.0,,,,,,,
164030,431.0,1049.0,515.0,,465.0,274.0,158.0,1080.0,200.0,75.0,,276.0,,,,
164131,238.0,303.0,145.0,,766.0,30.0,558.0,290.0,580.0,,8.0,3.0,,,,
164636,37.0,58.0,2337.0,,291.0,377.0,192.0,1489.0,661.0,,,1.0,,,,
164939,,64.0,635.0,,159.0,46.0,428.0,934.0,396.0,,,,,,,
165032,388.0,840.0,2773.0,,817.0,54.0,680.0,2507.0,419.0,,,,,,,
165436,20.0,60.0,774.0,,384.0,506.0,55.0,1303.0,28.0,,,3.0,,,,
165638,216.0,735.0,2782.0,4.0,1734.0,17.0,23.0,1267.0,440.0,,,7.0,,,,
165840,1097.0,490.0,2176.0,,1311.0,198.0,433.0,322.0,128.0,,1.0,,,,,
166640,266.0,877.0,444.0,25.0,620.0,399.0,207.0,842.0,405.0,27.0,26.0,7.0,,,,
167036,70.0,161.0,752.0,8.0,216.0,170.0,122.0,253.0,78.0,,,,,,,
167238,,130.0,638.0,,322.0,18.0,51.0,236.0,81.0,,,,,,,
167440,51.0,158.0,934.0,1.0,626.0,104.0,1731.0,1576.0,971.0,5.0,7.0,7.0,,16.0,185.0,3.0
167743,626.0,499.0,1872.0,,459.0,107.0,,706.0,64.0,,,8.0,,,,
168240,366.0,463.0,1344.0,546.0,1078.0,64.0,174.0,1330.0,377.0,38.0,,75.0,,,,2.0
168341,53.0,389.0,162.0,,646.0,8.0,72.0,69.0,127.0,,2.0,,,,,
168745,,1.0,17.0,,20.0,16.0,549.0,564.0,1048.0,,,,,,,
168947,928.0,519.0,2501.0,10.0,927.0,658.0,61.0,1413.0,143.0,,56.0,7.0,7.0,,,
169040,20.0,182.0,1190.0,9.0,822.0,76.0,129.0,510.0,190.0,,,12.0,,,,
169343,226.0,664.0,3147.0,,910.0,70.0,1716.0,1422.0,511.0,,,,,,,
169444,57.0,437.0,1134.0,7.0,1140.0,190.0,60.0,1275.0,395.0,,5.0,,,,,
169545,103.0,969.0,1599.0,,456.0,142.0,,30.0,58.0,,7.0,,,,,
169747,495.0,402.0,1394.0,,1362.0,123.0,314.0,774.0,2178.0,5.0,1.0,,6.0,,,
169949,11.0,351.0,1443.0,,75.0,192.0,216.0,918.0,54.0,1.0,8.0,3.0,,,,
170934,20.0,838.0,349.0,,773.0,,,11.0,2.0,,,,,,,
171330,53.0,235.0,793.0,133.0,656.0,30.0,164.0,470.0,89.0,,2.0,,,,,
171431,16.0,86.0,223.0,132.0,772.0,2.0,142.0,956.0,703.0,,8.0,,5.0,,7.0,1.0
171532,261.0,1463.0,1132.0,138.0,1727.0,15.0,556.0,976.0,1093.0,,33.0,,,,4.0,
171633,851.0,746.0,811.0,9.0,1459.0,323.0,725.0,666.0,30.0,126.0,30.0,227.0,1166.0,261.0,223.0,17.0
172029,174.0,2038.0,3165.0,30.0,2009.0,280.0,1704.0,3725.0,1244.0,1.0,60.0,,8.0,3.0,10.0,2.0
172130,109.0,365.0,1761.0,58.0,1125.0,80.0,918.0,937.0,2172.0,,13.0,46.0,68.0,3.0,298.0,68.0
172332,553.0,837.0,1640.0,,1166.0,224.0,10.0,776.0,126.0,,,1.0,,,,
172433,7.0,4081.0,616.0,5.0,2172.0,43.0,362.0,295.0,336.0,,152.0,2.0,,,,
172534,26.0,253.0,1855.0,,296.0,186.0,96.0,708.0,228.0,59.0,,127.0,,,3.0,
172635,190.0,1314.0,1315.0,,530.0,165.0,1805.0,485.0,489.0,,247.0,,1.0,312.0,263.0,
172938,101.0,150.0,1406.0,10.0,144.0,663.0,908.0,2076.0,280.0,2.0,,13.0,,,,
173132,22.0,2.0,134.0,,54.0,277.0,974.0,1381.0,1602.0,,,,,,,
173233,6.0,100.0,789.0,1.0,645.0,86.0,766.0,1316.0,2337.0,,,,,,,
173334,124.0,2893.0,1965.0,,2837.0,18.0,16.0,272.0,75.0,27.0,,69.0,23.0,,,7.0
173435,65.0,1620.0,2355.0,19.0,2081.0,211.0,80.0,2017.0,473.0,3.0,7.0,,,,58.0,3.0
173536,141.0,422.0,1967.0,,2678.0,,90.0,388.0,153.0,,,4.0,,,2.0,
173637,594.0,186.0,2142.0,1.0,389.0,27.0,2.0,249.0,89.0,,,1.0,,,,
173738,155.0,722.0,897.0,7.0,1340.0,592.0,1602.0,2093.0,2312.0,7.0,25.0,8.0,1.0,,,1.0
173839,4.0,105.0,215.0,,12.0,141.0,52.0,1116.0,2.0,,,,,,,
173940,5.0,370.0,994.0,77.0,143.0,537.0,2929.0,1006.0,1690.0,,81.0,14.0,9.0,6.0,270.0,
174437,454.0,665.0,3571.0,,1508.0,454.0,328.0,1248.0,384.0,,33.0,38.0,1.0,,,
174841,97.0,94.0,218.0,3.0,120.0,600.0,249.0,729.0,302.0,,6.0,1.0,,,,
175136,192.0,92.0,1590.0,24.0,99.0,357.0,169.0,1436.0,203.0,,25.0,11.0,,,13.0,
175237,15.0,339.0,1514.0,14.0,401.0,1552.0,864.0,2849.0,3572.0,,4.0,4.0,,,2.0,1.0
175338,109.0,492.0,1508.0,31.0,342.0,79.0,273.0,1605.0,713.0,,1.0,,,,,
175439,539.0,486.0,1513.0,12.0,815.0,359.0,1204.0,1601.0,877.0,23.0,,181.0,56.0,51.0,369.0,25.0
175540,8.0,16.0,351.0,3.0,58.0,314.0,134.0,1741.0,1192.0,,5.0,1.0,,,1.0,
175742,185.0,229.0,2191.0,21.0,1302.0,82.0,326.0,358.0,1045.0,,7.0,,,,23.0,
176037,114.0,174.0,4903.0,56.0,596.0,617.0,2476.0,2484.0,2752.0,,47.0,30.0,,,,
176441,,330.0,6.0,,367.0,14.0,1062.0,451.0,2776.0,,2.0,,6.0,1.0,1.0,
176542,1.0,260.0,307.0,18.0,286.0,738.0,1532.0,670.0,639.0,,,1.0,,,,
176845,324.0,701.0,2851.0,,671.0,78.0,583.0,705.0,151.0,2.0,,,,,,
177342,309.0,558.0,381.0,1.0,694.0,407.0,342.0,1645.0,583.0,,3.0,9.0,,,,
177645,55.0,18.0,1249.0,,88.0,715.0,752.0,1564.0,1060.0,,1.0,,,,,
177746,80.0,1296.0,1788.0,20.0,1568.0,231.0,264.0,3080.0,999.0,,50.0,11.0,5.0,,84.0,7.0
178142,324.0,1035.0,1779.0,19.0,3852.0,143.0,2564.0,2784.0,5317.0,173.0,24.0,466.0,6.0,95.0,278.0,23.0
178748,59.0,545.0,1255.0,261.0,607.0,397.0,130.0,1038.0,108.0,1.0,12.0,2.0,,,,1.0
178950,191.0,278.0,2644.0,278.0,1041.0,341.0,43.0,1041.0,397.0,,59.0,1.0,,,4.0,
179245,13.0,2.0,652.0,,45.0,194.0,552.0,766.0,179.0,1.0,4.0,3.0,,,2.0,
179346,118.0,39.0,1390.0,4.0,349.0,262.0,508.0,2474.0,480.0,,57.0,13.0,,,1.0,
179548,46.0,10.0,975.0,136.0,31.0,165.0,461.0,1698.0,1155.0,,29.0,22.0,,,4.0,
179952,14.0,562.0,1303.0,3.0,238.0,308.0,1059.0,1064.0,849.0,3.0,2.0,3.0,38.0,10.0,50.0,2.0
180129,227.0,1239.0,1948.0,177.0,849.0,424.0,1440.0,1241.0,1251.0,1.0,350.0,,11.0,10.0,43.0,1.0
180230,399.0,246.0,595.0,1.0,313.0,40.0,419.0,432.0,1062.0,,2.0,,,,,
180432,384.0,257.0,562.0,,202.0,9.0,5.0,390.0,38.0,,,25.0,,,,
180533,14.0,140.0,582.0,2.0,411.0,169.0,622.0,656.0,2869.0,,1.0,,1.0,23.0,41.0,5.0
180735,509.0,1717.0,3140.0,1.0,1760.0,177.0,320.0,1886.0,272.0,,5.0,2.0,,,,
180937,249.0,526.0,2489.0,,668.0,6.0,129.0,988.0,29.0,,20.0,,,,,
181636,58.0,106.0,1998.0,17.0,268.0,2.0,35.0,176.0,167.0,,10.0,6.0,,,,
182032,245.0,241.0,1744.0,1.0,538.0,132.0,13.0,470.0,208.0,24.0,,32.0,,1.0,53.0,
182436,3.0,,1025.0,1.0,10.0,441.0,466.0,2377.0,988.0,1.0,4.0,2.0,,,5.0,
182739,2.0,385.0,90.0,4.0,286.0,33.0,2289.0,2050.0,1194.0,,8.0,,,,,
182840,,438.0,43.0,129.0,213.0,448.0,1450.0,1549.0,1423.0,,138.0,,,1.0,365.0,
183034,165.0,357.0,2166.0,9.0,404.0,588.0,725.0,1737.0,249.0,16.0,10.0,16.0,8.0,,27.0,
183337,271.0,449.0,1509.0,,273.0,92.0,288.0,318.0,118.0,1.0,,6.0,,,8.0,
183741,197.0,680.0,958.0,,418.0,103.0,13.0,473.0,50.0,,,1.0,,,,
185139,,185.0,247.0,,71.0,881.0,613.0,4177.0,2015.0,,,,,,,
185341,56.0,54.0,929.0,1.0,209.0,50.0,9.0,525.0,160.0,1.0,,6.0,,,,
185442,672.0,296.0,1635.0,83.0,477.0,1039.0,860.0,2255.0,2032.0,,42.0,16.0,3.0,,27.0,5.0
185846,165.0,1810.0,4836.0,110.0,3253.0,95.0,43.0,284.0,100.0,11.0,64.0,117.0,,4.0,6.0,8.0
185947,25.0,13.0,3558.0,6.0,151.0,83.0,967.0,877.0,864.0,,,2.0,,1.0,15.0,
186141,5.0,277.0,467.0,,122.0,97.0,49.0,76.0,66.0,,1.0,,,5.0,50.0,
186444,,665.0,135.0,1.0,187.0,135.0,118.0,1214.0,94.0,,,,,,,
186545,217.0,633.0,1306.0,46.0,1210.0,713.0,827.0,3032.0,1222.0,2.0,97.0,108.0,,21.0,36.0,1.0
186848,178.0,221.0,2094.0,62.0,232.0,117.0,44.0,1201.0,226.0,,24.0,,,,38.0,
187143,134.0,524.0,1286.0,17.0,1168.0,915.0,1357.0,1489.0,716.0,30.0,18.0,10.0,4.0,,22.0,
187345,14.0,7.0,197.0,12.0,12.0,555.0,1472.0,1790.0,1760.0,13.0,9.0,,,,,
187547,563.0,1044.0,1935.0,2.0,1352.0,326.0,837.0,1797.0,207.0,69.0,63.0,76.0,362.0,220.0,299.0,31.0
187850,127.0,22.0,801.0,658.0,91.0,515.0,1669.0,591.0,2453.0,,118.0,,,3.0,14.0,
188145,74.0,750.0,583.0,5.0,1491.0,152.0,230.0,970.0,1845.0,,,,,,,
188347,585.0,349.0,1526.0,48.0,646.0,872.0,83.0,1629.0,411.0,2.0,5.0,10.0,24.0,,41.0,4.0
188448,170.0,504.0,1422.0,5.0,264.0,105.0,201.0,991.0,284.0,,,,,,,
188549,199.0,600.0,2101.0,2.0,674.0,170.0,162.0,1838.0,409.0,,1.0,9.0,,2.0,17.0,
189349,366.0,317.0,1923.0,11.0,224.0,216.0,483.0,1720.0,846.0,,6.0,,,,,
189450,25.0,65.0,524.0,17.0,49.0,25.0,10.0,1183.0,122.0,,,,,,,
190031,46.0,517.0,1022.0,2.0,452.0,370.0,33.0,662.0,84.0,2.0,2.0,2.0,,2.0,6.0,
191033,14.0,631.0,105.0,1.0,500.0,1421.0,1970.0,2381.0,1802.0,11.0,5.0,,,,,
191235,232.0,416.0,918.0,1.0,3070.0,1036.0,692.0,1128.0,343.0,,,,3.0,,,
191336,131.0,83.0,1062.0,2.0,25.0,732.0,137.0,1511.0,604.0,,,,,,,
191437,184.0,248.0,1485.0,,896.0,158.0,49.0,362.0,77.0,,,,,,,
191942,45.0,625.0,1250.0,,194.0,30.0,302.0,237.0,233.0,,,,,29.0,45.0,
192035,38.0,26.0,1048.0,29.0,156.0,624.0,726.0,665.0,1246.0,,,7.0,6.0,,5.0,9.0
192136,1.0,62.0,206.0,,287.0,642.0,1822.0,1243.0,3716.0,,,,,,,
192237,329.0,2890.0,1521.0,,3004.0,1.0,,343.0,62.0,3.0,,13.0,,,,
192540,113.0,651.0,963.0,,1367.0,211.0,446.0,1226.0,244.0,,,,,,,
192641,121.0,450.0,3292.0,4.0,1156.0,629.0,772.0,1938.0,369.0,11.0,45.0,105.0,,4.0,117.0,
192843,193.0,2755.0,1068.0,68.0,1512.0,116.0,814.0,535.0,558.0,,,,,,,
193239,44.0,200.0,980.0,120.0,744.0,598.0,658.0,1457.0,818.0,,,140.0,,,1.0,
193441,300.0,4012.0,3164.0,4.0,5003.0,2.0,1178.0,2173.0,2483.0,,3.0,,,,,
193845,3.0,22.0,332.0,,41.0,259.0,388.0,1202.0,2129.0,,2.0,,,2.0,25.0,
194140,20.0,36.0,653.0,,125.0,61.0,700.0,796.0,50.0,,,,,,,
194443,214.0,110.0,1519.0,,119.0,409.0,105.0,751.0,26.0,8.0,,8.0,,,,
194645,605.0,981.0,1724.0,,1276.0,135.0,90.0,1460.0,31.0,,1.0,,,,4.0,
194746,125.0,603.0,2884.0,6.0,698.0,81.0,413.0,1044.0,397.0,,13.0,24.0,,,,
195445,48.0,34.0,1697.0,61.0,142.0,127.0,505.0,1558.0,767.0,,5.0,,,,3.0,
195647,49.0,741.0,1123.0,5.0,941.0,18.0,338.0,728.0,1510.0,,6.0,9.0,,2.0,22.0,13.0
195950,38.0,2186.0,2393.0,3.0,1276.0,365.0,1105.0,1156.0,962.0,3.0,1.0,11.0,,1.0,14.0,
196144,261.0,221.0,1048.0,3.0,225.0,237.0,237.0,1314.0,650.0,1.0,20.0,3.0,,7.0,24.0,
196346,17.0,106.0,940.0,,131.0,83.0,53.0,272.0,38.0,,,,,,,
196750,205.0,60.0,2290.0,5.0,247.0,53.0,210.0,902.0,91.0,,,,,,,
196851,95.0,636.0,1230.0,,863.0,42.0,568.0,570.0,113.0,,,1.0,,,,
196952,21.0,108.0,1088.0,,203.0,178.0,316.0,1307.0,1514.0,,,57.0,,,1.0,
197348,267.0,86.0,227.0,6.0,512.0,994.0,1284.0,2247.0,1286.0,1.0,66.0,45.0,,,,
197550,415.0,631.0,813.0,,593.0,224.0,147.0,991.0,596.0,,,2.0,,21.0,382.0,
197651,949.0,660.0,2656.0,,761.0,676.0,468.0,2110.0,813.0,,5.0,,,,,
198047,242.0,559.0,1011.0,5.0,618.0,682.0,650.0,1354.0,120.0,,211.0,,,10.0,14.0,
198350,6.0,7.0,288.0,,12.0,119.0,36.0,430.0,163.0,,,,,,,
198451,5.0,328.0,293.0,,12.0,500.0,595.0,1798.0,1156.0,,,,,,,
198653,7.0,202.0,498.0,94.0,174.0,312.0,998.0,2770.0,1478.0,,1.0,,5.0,,386.0,5.0
198855,86.0,373.0,1069.0,1.0,516.0,234.0,111.0,351.0,,,,2.0,,,,
199150,23.0,247.0,368.0,,679.0,283.0,323.0,1778.0,550.0,,,,,,,
199251,195.0,970.0,2408.0,19.0,4981.0,212.0,313.0,445.0,339.0,11.0,21.0,7.0,,,202.0,1.0
199352,176.0,23.0,2340.0,12.0,114.0,523.0,677.0,1436.0,620.0,,,8.0,,6.0,16.0,
199453,66.0,206.0,1334.0,28.0,84.0,38.0,252.0,643.0,237.0,52.0,,296.0,19.0,27.0,42.0,1.0
200008,32.0,403.0,442.0,8.0,564.0,118.0,369.0,1607.0,530.0,7.0,18.0,28.0,,,,
200109,37.0,964.0,1705.0,93.0,1602.0,682.0,455.0,1326.0,468.0,,135.0,1.0,,,10.0,
200311,39.0,127.0,1698.0,8.0,418.0,8.0,770.0,1195.0,2324.0,,5.0,,,,,
200513,3.0,83.0,207.0,,25.0,20.0,80.0,392.0,41.0,1.0,,2.0,,,,
200614,58.0,152.0,383.0,,576.0,19.0,454.0,216.0,521.0,,1.0,14.0,,,,
200917,156.0,321.0,2914.0,24.0,417.0,968.0,999.0,3186.0,1908.0,,3.0,3.0,,,,
201111,97.0,278.0,592.0,,198.0,4.0,212.0,107.0,231.0,,,,,,,
201414,55.0,601.0,2209.0,54.0,1258.0,35.0,886.0,836.0,476.0,,1.0,1.0,,,,
201818,18.0,2.0,109.0,2.0,2.0,218.0,1183.0,1493.0,2503.0,,,,,,,
202113,,213.0,1361.0,,266.0,227.0,44.0,464.0,353.0,,22.0,,,,,
202719,2.0,252.0,34.0,4.0,34.0,180.0,1517.0,792.0,1144.0,,108.0,,33.0,8.0,,23.0
203923,2.0,569.0,1306.0,,243.0,5.0,48.0,938.0,242.0,,,2.0,,,,
204016,437.0,594.0,1989.0,1.0,960.0,59.0,338.0,956.0,151.0,,3.0,,,,,
204319,54.0,543.0,3030.0,2.0,804.0,7.0,151.0,3542.0,1138.0,1.0,,5.0,,,2.0,3.0
204420,18.0,199.0,703.0,67.0,287.0,444.0,666.0,1276.0,1623.0,7.0,62.0,,8.0,,,51.0
204521,2053.0,572.0,6405.0,,463.0,465.0,514.0,1262.0,813.0,27.0,2.0,60.0,,,311.0,
204622,7.0,63.0,690.0,54.0,113.0,738.0,1036.0,1918.0,1321.0,,,,,,6.0,31.0
205220,82.0,556.0,1423.0,26.0,2094.0,340.0,1932.0,2294.0,1564.0,33.0,80.0,46.0,427.0,52.0,393.0,250.0
205725,11.0,275.0,1643.0,28.0,651.0,106.0,236.0,1288.0,718.0,5.0,,14.0,,,,
206929,21.0,72.0,98.0,,12.0,58.0,1002.0,304.0,1117.0,,,,,,,
207123,142.0,741.0,957.0,,583.0,179.0,582.0,665.0,139.0,,,,3.0,2.0,,
207426,241.0,2136.0,1002.0,,2280.0,11.0,23.0,89.0,3.0,,,2.0,,,,
208024,23.0,168.0,914.0,22.0,93.0,39.0,241.0,708.0,212.0,,4.0,14.0,3.0,,145.0,1.0
208125,38.0,1637.0,2346.0,,2355.0,51.0,554.0,1700.0,1612.0,,1.0,2.0,3.0,,,
208226,57.0,157.0,1253.0,1.0,189.0,306.0,78.0,1198.0,83.0,,1.0,1.0,,,,
208327,49.0,30.0,283.0,,93.0,195.0,518.0,456.0,2071.0,1.0,1.0,14.0,,1.0,3.0,
208428,52.0,206.0,267.0,1.0,190.0,112.0,266.0,1132.0,649.0,,3.0,,2.0,,,
208630,20.0,3781.0,1801.0,21.0,1449.0,197.0,223.0,415.0,64.0,,,,,,,
209127,64.0,,576.0,10.0,60.0,716.0,1049.0,2132.0,1040.0,2.0,16.0,37.0,,,1.0,
209228,59.0,944.0,2324.0,81.0,1500.0,487.0,863.0,1540.0,689.0,,50.0,163.0,,4.0,38.0,
209329,273.0,525.0,1034.0,102.0,246.0,275.0,1137.0,775.0,128.0,17.0,25.0,,,,,1.0
209834,112.0,148.0,1353.0,38.0,407.0,474.0,279.0,2587.0,1088.0,,,1.0,,1.0,12.0,
209935,2.0,,19.0,46.0,,85.0,663.0,1249.0,1581.0,,7.0,,,,,
210011,924.0,2086.0,1401.0,,1664.0,148.0,106.0,872.0,245.0,58.0,,162.0,,,,
210112,85.0,517.0,426.0,5.0,321.0,488.0,465.0,753.0,393.0,4.0,73.0,60.0,35.0,3.0,22.0,
210415,16.0,106.0,799.0,95.0,261.0,122.0,353.0,551.0,269.0,,8.0,16.0,5.0,2.0,6.0,1.0
210617,233.0,28.0,773.0,,18.0,650.0,274.0,954.0,264.0,,,,,,,
211114,271.0,41.0,1065.0,,292.0,2735.0,2422.0,3442.0,4428.0,,,,,,,
211316,,312.0,549.0,7.0,675.0,364.0,811.0,562.0,918.0,,,,,,,
211417,304.0,111.0,2918.0,1.0,220.0,234.0,178.0,734.0,112.0,2.0,,3.0,,,,
211619,545.0,419.0,1379.0,3.0,719.0,592.0,424.0,678.0,1741.0,,,,98.0,6.0,192.0,1.0
211821,66.0,1048.0,367.0,24.0,1340.0,420.0,339.0,1563.0,515.0,1.0,29.0,1.0,,,,3.0
211922,68.0,2041.0,3436.0,1.0,4020.0,402.0,946.0,1775.0,2455.0,,5.0,,,8.0,134.0,5.0
212015,34.0,32.0,449.0,3.0,67.0,237.0,637.0,1670.0,416.0,,,13.0,,,,
212116,122.0,78.0,1567.0,2.0,441.0,30.0,676.0,1120.0,965.0,1.0,4.0,61.0,,,27.0,
212217,226.0,2245.0,2976.0,,2953.0,,49.0,21.0,42.0,,10.0,,,,,
212318,42.0,1274.0,2035.0,443.0,2432.0,43.0,3258.0,1164.0,7273.0,1.0,39.0,49.0,4.0,5.0,115.0,24.0
212419,77.0,112.0,742.0,9.0,331.0,1440.0,159.0,1228.0,185.0,,4.0,,,,5.0,
212823,,,92.0,7.0,441.0,1380.0,2464.0,1911.0,1039.0,,2.0,20.0,,,,
213017,12.0,800.0,2208.0,11.0,368.0,1120.0,682.0,2091.0,1004.0,,24.0,,,,,
213421,4.0,1.0,1531.0,5.0,259.0,845.0,14.0,1122.0,268.0,,,3.0,,,,21.0
