,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
213522,100.0,74.0,1297.0,,183.0,100.0,60.0,750.0,32.0,,,,,,,
214019,342.0,612.0,2138.0,16.0,968.0,6.0,17.0,134.0,27.0,1.0,2.0,11.0,,,41.0,
214221,108.0,857.0,2423.0,5.0,1824.0,26.0,277.0,614.0,497.0,,36.0,44.0,63.0,5.0,176.0,18.0
214423,27.0,144.0,383.0,,105.0,70.0,128.0,1134.0,404.0,,,,,,,
214524,18.0,235.0,950.0,176.0,287.0,314.0,3129.0,4701.0,2236.0,,40.0,,,,,
214625,44.0,5332.0,1383.0,4.0,6830.0,69.0,421.0,636.0,542.0,8.0,,14.0,,,,2.0
214726,101.0,1371.0,1250.0,7.0,302.0,60.0,278.0,405.0,153.0,1.0,10.0,13.0,1.0,36.0,90.0,7.0
217126,211.0,60.0,508.0,3.0,30.0,132.0,777.0,221.0,822.0,,20.0,,,1.0,3.0,
217429,1.0,15.0,64.0,96.0,98.0,51.0,893.0,1174.0,1054.0,,41.0,,7.0,19.0,13.0,2.0
219231,730.0,184.0,1499.0,,369.0,62.0,11.0,539.0,243.0,,,,,,,
220721,,84.0,236.0,23.0,19.0,183.0,1571.0,1837.0,4455.0,,55.0,3.0,18.0,,,
221319,75.0,793.0,1682.0,5.0,540.0,196.0,568.0,1332.0,709.0,1.0,,21.0,265.0,14.0,96.0,269.0
223929,68.0,1718.0,507.0,,694.0,12.0,86.0,270.0,8.0,,,,,,,
228434,40.0,399.0,2039.0,3.0,810.0,85.0,91.0,2326.0,69.0,,1.0,1.0,,,,
233326,177.0,876.0,1241.0,34.0,1698.0,330.0,174.0,607.0,130.0,,2.0,,,,,
236130,272.0,2312.0,1195.0,189.0,2781.0,18.0,410.0,1329.0,3737.0,144.0,,224.0,1.0,,,5.0
237334,301.0,61.0,1334.0,8.0,439.0,564.0,167.0,1076.0,249.0,14.0,3.0,3.0,3.0,,74.0,7.0
239136,79.0,263.0,3703.0,1.0,2374.0,15.0,1221.0,668.0,773.0,,,1.0,2.0,,6.0,1.0
239944,130.0,49.0,1762.0,,301.0,105.0,167.0,688.0,80.0,,29.0,1.0,,,,
246133,21.0,504.0,211.0,,391.0,229.0,490.0,93.0,116.0,,3.0,,,,,
248238,258.0,5431.0,2337.0,59.0,6662.0,341.0,617.0,955.0,1880.0,93.0,81.0,231.0,307.0,145.0,751.0,214.0
248339,16.0,184.0,311.0,,97.0,198.0,34.0,265.0,38.0,,,,,4.0,9.0,
249947,471.0,377.0,2797.0,5.0,456.0,446.0,178.0,1287.0,593.0,4.0,51.0,43.0,19.0,1.0,210.0,1.0
250427,3.0,163.0,521.0,,407.0,327.0,708.0,1941.0,659.0,,,,,,,
250932,44.0,1113.0,1785.0,,1305.0,138.0,281.0,502.0,268.0,,4.0,2.0,,,,
251833,345.0,1450.0,580.0,2.0,469.0,99.0,168.0,1747.0,1440.0,,3.0,1.0,,,,
255639,11.0,9.0,243.0,6.0,1.0,756.0,305.0,697.0,14.0,,,,,,,
255740,82.0,325.0,1731.0,,119.0,155.0,340.0,367.0,152.0,1.0,,1.0,,,,
256540,235.0,802.0,1265.0,64.0,438.0,247.0,210.0,1029.0,241.0,1.0,6.0,71.0,38.0,7.0,62.0,21.0
257542,191.0,64.0,3176.0,851.0,1214.0,320.0,351.0,1810.0,1278.0,,622.0,53.0,4.0,,29.0,24.0
257845,1.0,83.0,708.0,,231.0,537.0,1073.0,1388.0,1321.0,,63.0,,,,,
263436,108.0,895.0,950.0,101.0,723.0,250.0,1429.0,879.0,750.0,7.0,73.0,37.0,,17.0,137.0,
268749,188.0,621.0,2772.0,13.0,1879.0,252.0,379.0,1223.0,156.0,,,,,,1.0,
268850,224.0,1646.0,1676.0,22.0,1864.0,240.0,570.0,1080.0,1991.0,80.0,2.0,30.0,,,,
274542,322.0,169.0,1389.0,15.0,1.0,1307.0,465.0,2373.0,834.0,,1.0,6.0,,,,
275645,8.0,31.0,24.0,1.0,,1035.0,1162.0,2058.0,2057.0,1.0,2.0,26.0,,3.0,9.0,
280739,61.0,288.0,809.0,17.0,398.0,14.0,191.0,63.0,29.0,,4.0,1.0,,1.0,,
280941,537.0,250.0,2046.0,2.0,1824.0,57.0,51.0,1210.0,292.0,,,35.0,,,3.0,
281135,89.0,183.0,1110.0,16.0,187.0,534.0,469.0,2487.0,880.0,,4.0,1.0,,,2.0,
283543,14.0,33.0,1489.0,1.0,654.0,76.0,375.0,1378.0,353.0,,,,,,,
284646,272.0,33.0,604.0,24.0,60.0,203.0,1053.0,945.0,397.0,,19.0,12.0,,,,3.0
285345,4.0,63.0,154.0,,97.0,598.0,554.0,1678.0,642.0,,,5.0,,,5.0,
285446,75.0,265.0,563.0,,213.0,136.0,32.0,263.0,,2.0,3.0,14.0,,,,
286347,32.0,84.0,603.0,138.0,59.0,698.0,582.0,767.0,571.0,,18.0,,,,,
286650,280.0,1286.0,987.0,2.0,832.0,654.0,119.0,594.0,238.0,,,,,,,
287248,7.0,552.0,1653.0,7.0,1088.0,80.0,211.0,806.0,562.0,,2.0,,,,,
289555,30.0,356.0,2530.0,46.0,367.0,977.0,179.0,1258.0,289.0,,8.0,4.0,1.0,1.0,67.0,
290136,146.0,3446.0,1890.0,253.0,5782.0,139.0,4441.0,2981.0,5052.0,,,4.0,,,,
293748,369.0,2287.0,982.0,217.0,2827.0,433.0,1197.0,1570.0,436.0,1.0,75.0,2.0,34.0,2.0,3.0,39.0
295146,91.0,502.0,1937.0,14.0,317.0,302.0,122.0,1347.0,77.0,,5.0,1.0,,,,
298051,55.0,144.0,382.0,11.0,162.0,487.0,1412.0,1870.0,2600.0,,2.0,,12.0,40.0,12.0,6.0
298455,177.0,1101.0,3264.0,70.0,1635.0,621.0,2771.0,2951.0,4171.0,,6.0,42.0,7.0,,,
299154,230.0,147.0,2619.0,,430.0,403.0,160.0,1808.0,207.0,137.0,,216.0,,,,
300618,1.0,161.0,980.0,3.0,301.0,594.0,1321.0,1342.0,600.0,,12.0,,2.0,,1.0,
300719,103.0,169.0,671.0,11.0,414.0,108.0,305.0,485.0,89.0,5.0,,24.0,,,,
303119,24.0,146.0,838.0,3.0,158.0,45.0,83.0,417.0,309.0,2.0,,,,,,
303624,48.0,191.0,2668.0,1.0,284.0,42.0,4.0,772.0,4.0,,3.0,,,,,
304020,128.0,337.0,741.0,21.0,440.0,269.0,631.0,1489.0,570.0,2.0,6.0,4.0,,,,
304727,89.0,148.0,987.0,,184.0,148.0,221.0,893.0,388.0,,,,,1.0,40.0,
305830,6.0,1084.0,1210.0,16.0,760.0,115.0,70.0,910.0,193.0,1.0,,9.0,12.0,2.0,17.0,2.0
307127,1.0,45.0,102.0,5.0,52.0,828.0,6016.0,2074.0,5370.0,5.0,2.0,32.0,,,,77.0
308129,154.0,368.0,354.0,,154.0,107.0,86.0,538.0,10.0,6.0,,92.0,,26.0,19.0,
309636,62.0,1398.0,1749.0,,2252.0,446.0,652.0,1350.0,353.0,10.0,3.0,19.0,9.0,211.0,759.0,6.0
310621,190.0,2522.0,3772.0,,3688.0,193.0,950.0,1278.0,1941.0,,1.0,,,,,
311320,2.0,193.0,898.0,32.0,527.0,50.0,563.0,517.0,806.0,2.0,5.0,24.0,,26.0,30.0,2.0
314225,5.0,27.0,169.0,10.0,9.0,75.0,499.0,372.0,670.0,,14.0,,,,,
316633,8.0,565.0,1123.0,4.0,228.0,16.0,707.0,174.0,1114.0,,13.0,1.0,,,,
316835,1.0,,154.0,110.0,19.0,552.0,965.0,1640.0,2686.0,,12.0,,,,,
317332,94.0,5280.0,2273.0,5.0,3474.0,545.0,1598.0,2609.0,3172.0,,4.0,,,,,
318637,53.0,604.0,772.0,,408.0,55.0,33.0,971.0,67.0,,14.0,,,1.0,,
320826,166.0,279.0,959.0,8.0,303.0,413.0,1438.0,1502.0,1277.0,38.0,3.0,1319.0,12.0,323.0,905.0,13.0
321323,146.0,390.0,878.0,,115.0,396.0,107.0,737.0,172.0,,,,,,,
322224,467.0,3141.0,2214.0,,3185.0,88.0,374.0,1908.0,806.0,1.0,,114.0,,,2.0,2.0
325129,50.0,627.0,599.0,,241.0,535.0,153.0,1281.0,105.0,,,,,,,
329440,37.0,432.0,851.0,5.0,307.0,185.0,126.0,3001.0,456.0,,9.0,,,,,
329844,55.0,819.0,1288.0,28.0,320.0,301.0,2118.0,1212.0,2481.0,,8.0,47.0,87.0,102.0,763.0,125.0
330324,66.0,317.0,413.0,,633.0,135.0,36.0,775.0,137.0,,,,,,,
333330,778.0,1580.0,1447.0,,901.0,120.0,23.0,501.0,131.0,,,1.0,,,,
334635,399.0,148.0,1008.0,1.0,595.0,509.0,547.0,1971.0,508.0,3.0,78.0,57.0,,10.0,17.0,
341834,140.0,569.0,488.0,,1958.0,3.0,27.0,578.0,39.0,,,,,,,
342129,,1.0,370.0,7.0,13.0,58.0,782.0,205.0,377.0,,,,,,1.0,
346137,13.0,94.0,909.0,1.0,604.0,1059.0,6086.0,2382.0,2066.0,,,,,,,
346945,1585.0,1748.0,5573.0,13.0,1614.0,92.0,1030.0,366.0,103.0,15.0,2.0,110.0,,,,
348545,14.0,217.0,1099.0,3.0,304.0,45.0,347.0,490.0,670.0,,,18.0,,,,
349244,78.0,317.0,1122.0,46.0,802.0,118.0,1208.0,2332.0,1440.0,,15.0,1.0,,,,
350330,117.0,1236.0,1280.0,,1569.0,593.0,1414.0,1230.0,1702.0,,18.0,7.0,,,13.0,
351938,609.0,2433.0,1295.0,,3700.0,497.0,84.0,1024.0,523.0,,14.0,,,,,
352132,210.0,69.0,610.0,87.0,593.0,43.0,543.0,448.0,109.0,3.0,14.0,14.0,2.0,105.0,157.0,1.0
352738,226.0,956.0,1865.0,,1784.0,106.0,556.0,976.0,543.0,,,,,,16.0,
353740,125.0,315.0,37.0,,274.0,494.0,245.0,225.0,315.0,,,,,,,
355239,314.0,986.0,1288.0,11.0,312.0,243.0,420.0,625.0,297.0,9.0,41.0,,,58.0,185.0,
356948,75.0,978.0,1270.0,,1855.0,77.0,25.0,285.0,9.0,,2.0,3.0,,,53.0,
358144,17.0,606.0,1636.0,43.0,48.0,1065.0,3741.0,2015.0,2638.0,1.0,40.0,266.0,84.0,,287.0,79.0
361234,231.0,250.0,665.0,,132.0,337.0,1650.0,737.0,890.0,1.0,2.0,1.0,,,6.0,
361941,146.0,164.0,2023.0,13.0,87.0,1391.0,1058.0,3269.0,2529.0,,8.0,5.0,,,,
362034,156.0,347.0,1365.0,15.0,366.0,700.0,1639.0,2943.0,2128.0,259.0,9.0,58.0,,25.0,14.0,
365343,1.0,57.0,1732.0,,250.0,564.0,72.0,2701.0,1806.0,,,1.0,,,,
366042,922.0,1852.0,2283.0,1.0,3021.0,1842.0,1718.0,2907.0,1899.0,,15.0,,,96.0,92.0,1.0
366446,726.0,1171.0,637.0,,1534.0,1378.0,1447.0,1034.0,451.0,,2.0,,,1.0,,
368551,9.0,206.0,375.0,,437.0,266.0,204.0,705.0,154.0,,25.0,,,,,
368753,6.0,55.0,2434.0,88.0,2357.0,93.0,100.0,1535.0,2964.0,,2.0,10.0,,,22.0,33.0
371843,23.0,161.0,1540.0,1.0,172.0,144.0,64.0,374.0,206.0,1.0,,64.0,2.0,,2.0,2.0
376247,60.0,2027.0,718.0,85.0,1325.0,319.0,169.0,419.0,148.0,,29.0,,,,,
377451,1219.0,2195.0,2093.0,,3422.0,948.0,2.0,329.0,,,8.0,,,,,
378756,166.0,1243.0,1241.0,158.0,1292.0,129.0,124.0,337.0,163.0,2.0,,14.0,,,,
378857,46.0,643.0,1779.0,,626.0,108.0,6.0,345.0,24.0,,,,,,,1.0
379657,1.0,584.0,422.0,6.0,276.0,559.0,211.0,777.0,218.0,,,7.0,,1.0,,
380036,132.0,532.0,2512.0,,587.0,51.0,676.0,2729.0,1033.0,,,11.0,,,,
381038,682.0,1067.0,1512.0,5.0,314.0,358.0,311.0,1159.0,46.0,,9.0,4.0,,,,
381543,,56.0,1.0,11.0,31.0,344.0,24.0,1716.0,1646.0,3.0,,,,,,
385450,82.0,1241.0,1041.0,1.0,451.0,146.0,377.0,152.0,421.0,,3.0,,,,,3.0
387959,6.0,,102.0,18.0,,322.0,675.0,1095.0,1097.0,,,,,,,
389357,14.0,,471.0,13.0,,63.0,861.0,1578.0,549.0,,,,,,,
390645,12.0,8.0,1501.0,,80.0,231.0,183.0,835.0,140.0,,,,,,,
391748,134.0,285.0,1523.0,,191.0,44.0,105.0,185.0,34.0,,4.0,5.0,,,,
392447,89.0,97.0,2590.0,,1387.0,296.0,651.0,1180.0,789.0,,,,,,,
393247,132.0,753.0,2256.0,36.0,1999.0,589.0,1086.0,1816.0,1116.0,11.0,5.0,2.0,,,2.0,
394956,23.0,127.0,516.0,,94.0,52.0,133.0,966.0,268.0,,1.0,8.0,,,,3.0
395251,30.0,19.0,135.0,1.0,74.0,708.0,20.0,670.0,168.0,,,,,,,
395756,40.0,143.0,323.0,1.0,80.0,439.0,1022.0,1310.0,3886.0,,,,,,,
395958,2.0,381.0,734.0,,797.0,148.0,263.0,996.0,965.0,,,,,,,
397154,425.0,2149.0,1516.0,,745.0,134.0,454.0,529.0,454.0,14.0,,29.0,,,,
397760,185.0,1546.0,345.0,38.0,2823.0,,321.0,452.0,56.0,1.0,,19.0,,1.0,7.0,98.0
397861,316.0,30.0,593.0,,44.0,397.0,100.0,759.0,173.0,,,,,,,
406432,30.0,68.0,2117.0,25.0,102.0,696.0,761.0,2312.0,1596.0,,11.0,37.0,2.0,,,
406836,775.0,1060.0,1721.0,28.0,1947.0,217.0,301.0,753.0,183.0,9.0,,29.0,2.0,,1.0,4.0
412528,44.0,516.0,2007.0,2.0,667.0,25.0,38.0,647.0,60.0,10.0,1.0,20.0,2.0,24.0,193.0,5.0
414229,27.0,574.0,574.0,218.0,92.0,211.0,597.0,610.0,259.0,1.0,6.0,35.0,,,1.0,
419239,,175.0,1458.0,,185.0,43.0,354.0,1130.0,275.0,,,,,1.0,1.0,
421226,24.0,164.0,491.0,18.0,26.0,220.0,968.0,1167.0,647.0,,477.0,,,,68.0,
422632,24.0,74.0,493.0,,27.0,207.0,293.0,507.0,135.0,,3.0,,,,,
424939,,,116.0,7.0,,92.0,899.0,950.0,1239.0,,45.0,,,,,
429040,368.0,389.0,1349.0,,249.0,322.0,249.0,1672.0,309.0,,,,,,,
436239,21.0,1829.0,720.0,,2594.0,98.0,73.0,631.0,950.0,,12.0,,,,,
436845,856.0,4079.0,2569.0,1.0,6336.0,3.0,,45.0,10.0,31.0,,62.0,,,,
441939,59.0,120.0,1469.0,,301.0,196.0,23.0,525.0,21.0,3.0,,2.0,,,,
445543,2.0,299.0,335.0,241.0,83.0,149.0,1455.0,583.0,695.0,,564.0,,28.0,1.0,43.0,
448347,32.0,430.0,625.0,15.0,578.0,76.0,302.0,975.0,696.0,1.0,7.0,3.0,12.0,,4.0,2.0
453542,300.0,1942.0,2939.0,8.0,3320.0,95.0,422.0,902.0,479.0,,3.0,2.0,1.0,,,
454140,863.0,215.0,1051.0,,126.0,175.0,477.0,536.0,492.0,,,,,,,
456346,,145.0,1157.0,8.0,422.0,229.0,43.0,763.0,534.0,,2.0,3.0,,,9.0,
459453,27.0,64.0,1197.0,,209.0,46.0,300.0,483.0,128.0,,,,,4.0,130.0,
463040,85.0,6.0,327.0,22.0,139.0,214.0,2950.0,1202.0,6241.0,,41.0,,,,,
467351,19.0,672.0,591.0,,2349.0,11.0,16.0,327.0,35.0,,,320.0,,,,1.0
473952,205.0,48.0,742.0,181.0,201.0,32.0,1380.0,497.0,1683.0,,25.0,,,3.0,31.0,
475855,235.0,324.0,1849.0,48.0,282.0,51.0,1089.0,1608.0,1014.0,,13.0,1.0,,1.0,19.0,
480141,28.0,84.0,733.0,3.0,337.0,1068.0,1967.0,2044.0,1784.0,,7.0,87.0,,,,
481042,,68.0,714.0,,1225.0,1.0,95.0,27.0,379.0,,,,,,,
481951,178.0,425.0,1644.0,41.0,531.0,28.0,113.0,1063.0,66.0,,4.0,,6.0,,,
485757,359.0,503.0,795.0,1.0,663.0,2.0,379.0,754.0,498.0,2.0,,,,,1.0,
486759,56.0,131.0,886.0,5.0,2240.0,73.0,232.0,833.0,253.0,,15.0,,7.0,1.0,2.0,
492754,14.0,132.0,1970.0,36.0,425.0,437.0,2929.0,3011.0,4229.0,3.0,5.0,111.0,,1.0,75.0,
495255,382.0,620.0,1207.0,,1288.0,67.0,117.0,523.0,62.0,20.0,,37.0,,20.0,26.0,25.0
497865,1.0,58.0,645.0,,10.0,164.0,1772.0,1276.0,2909.0,,5.0,,,1.0,,
499566,20.0,103.0,668.0,18.0,242.0,1012.0,3381.0,2256.0,2426.0,,7.0,,,,,
500222,39.0,21.0,1694.0,,63.0,166.0,663.0,1571.0,906.0,,,2.0,,,,
506234,19.0,94.0,581.0,51.0,403.0,332.0,1445.0,1861.0,1128.0,,47.0,,,,1.0,
510225,82.0,6.0,47.0,,7.0,1022.0,971.0,2073.0,958.0,,,,,,,
510326,20.0,683.0,1291.0,,1825.0,483.0,1036.0,1066.0,455.0,,,1.0,,,,
512835,20.0,97.0,1001.0,2.0,83.0,68.0,172.0,1932.0,635.0,,,84.0,,,,
513130,640.0,1792.0,2368.0,23.0,1149.0,790.0,1687.0,2595.0,2270.0,,6.0,3.0,,,,10.0
513736,556.0,489.0,2435.0,71.0,586.0,456.0,1119.0,3013.0,1353.0,106.0,14.0,81.0,,10.0,1.0,
517239,320.0,1305.0,2942.0,16.0,2491.0,5.0,508.0,2630.0,761.0,11.0,,115.0,56.0,1.0,245.0,68.0
519647,,152.0,831.0,3.0,270.0,92.0,117.0,352.0,296.0,,4.0,,,,,
519950,4.0,769.0,1008.0,1.0,825.0,108.0,349.0,1493.0,423.0,,1.0,,,1.0,1.0,
520228,444.0,472.0,3196.0,,1176.0,5.0,16.0,93.0,14.0,,,,,,,
521331,6.0,777.0,2528.0,14.0,501.0,371.0,122.0,1616.0,265.0,,16.0,,1.0,,,26.0
523032,52.0,1139.0,1218.0,2.0,1231.0,351.0,4642.0,1498.0,5276.0,26.0,7.0,29.0,346.0,105.0,198.0,213.0
524135,230.0,719.0,780.0,,248.0,252.0,431.0,338.0,225.0,,,24.0,,,1.0,
525541,140.0,2876.0,1868.0,24.0,586.0,510.0,250.0,1894.0,296.0,16.0,54.0,33.0,,,,
529549,47.0,76.0,1998.0,,410.0,263.0,29.0,780.0,36.0,,,,,,1.0,
529953,24.0,121.0,393.0,,158.0,1416.0,864.0,2426.0,1187.0,,,,,,,
531536,257.0,133.0,1422.0,43.0,471.0,888.0,1495.0,882.0,359.0,19.0,62.0,709.0,37.0,,159.0,21.0
531940,204.0,259.0,1211.0,,342.0,797.0,168.0,1080.0,144.0,,5.0,3.0,,8.0,7.0,
536647,586.0,110.0,2136.0,21.0,62.0,152.0,38.0,1035.0,77.0,,,7.0,,,,
540436,562.0,13.0,746.0,109.0,26.0,252.0,1898.0,856.0,1587.0,,88.0,,37.0,22.0,30.0,14.0
541640,47.0,404.0,548.0,,819.0,1391.0,248.0,1255.0,398.0,1.0,,3.0,,,,
541943,47.0,289.0,746.0,22.0,405.0,10.0,290.0,947.0,634.0,1.0,,,,,4.0,
545345,50.0,236.0,1668.0,4.0,373.0,130.0,820.0,1993.0,655.0,,,7.0,,,1.0,
547046,309.0,954.0,825.0,,706.0,75.0,166.0,760.0,48.0,4.0,2.0,,,,,12.0
548250,1.0,486.0,1144.0,37.0,611.0,201.0,138.0,2133.0,372.0,3.0,9.0,65.0,1.0,,86.0,55.0
549757,319.0,1383.0,2410.0,176.0,930.0,484.0,2176.0,1897.0,2599.0,17.0,167.0,113.0,,10.0,7.0,
550439,1267.0,1697.0,2494.0,7.0,4093.0,73.0,347.0,1491.0,762.0,,,1.0,16.0,15.0,70.0,19.0
552241,45.0,130.0,269.0,3.0,65.0,314.0,1624.0,807.0,2339.0,,,,,,,
553344,25.0,176.0,1476.0,,461.0,651.0,147.0,1303.0,316.0,,4.0,,,,,
555348,2.0,159.0,1600.0,129.0,80.0,266.0,4224.0,3326.0,8782.0,25.0,26.0,114.0,22.0,16.0,60.0,44.0
555651,34.0,41.0,1116.0,68.0,313.0,150.0,107.0,2050.0,877.0,,111.0,,,77.0,1.0,
557857,151.0,735.0,257.0,4.0,842.0,410.0,7.0,669.0,112.0,1.0,,27.0,,,,
558657,170.0,131.0,394.0,,203.0,22.0,639.0,528.0,834.0,,,,,,,
558960,1020.0,704.0,1886.0,2.0,514.0,192.0,805.0,967.0,535.0,1.0,10.0,1.0,,,9.0,
559053,14.0,479.0,519.0,,620.0,65.0,352.0,909.0,50.0,1.0,,,,,,
559457,162.0,51.0,1391.0,,55.0,138.0,405.0,379.0,129.0,23.0,,2.0,,,,
561242,205.0,432.0,768.0,,298.0,139.0,113.0,109.0,64.0,,23.0,5.0,2.0,,24.0,
561444,104.0,83.0,2046.0,,760.0,246.0,350.0,1040.0,1001.0,20.0,,3.0,,,,
561949,22.0,204.0,758.0,4.0,277.0,484.0,1055.0,1203.0,312.0,10.0,,2.0,,,,
562345,3.0,662.0,1248.0,,645.0,30.0,261.0,262.0,113.0,,,,,,1.0,
562446,13.0,153.0,1304.0,30.0,78.0,473.0,440.0,3341.0,1548.0,,8.0,1.0,,,,
565452,276.0,23.0,1437.0,7.0,204.0,656.0,672.0,2056.0,1245.0,5.0,8.0,44.0,,,,
566454,1203.0,887.0,4473.0,1.0,898.0,373.0,333.0,1615.0,324.0,,54.0,14.0,173.0,1.0,69.0,1.0
567052,684.0,355.0,3715.0,107.0,271.0,1060.0,415.0,6905.0,1550.0,131.0,1.0,212.0,,1.0,13.0,
567961,5.0,136.0,1152.0,15.0,560.0,41.0,404.0,919.0,519.0,6.0,4.0,,,4.0,,
568963,6.0,61.0,391.0,4.0,82.0,193.0,419.0,1599.0,553.0,1.0,1.0,,,,,
569965,127.0,1097.0,755.0,32.0,521.0,14.0,230.0,387.0,113.0,,1.0,58.0,4.0,,5.0,
570243,247.0,80.0,1318.0,,46.0,355.0,540.0,1643.0,3552.0,2.0,192.0,2.0,,4.0,,
571144,41.0,42.0,1164.0,,27.0,68.0,844.0,705.0,698.0,,,2.0,,1.0,,
571548,100.0,63.0,784.0,,630.0,126.0,404.0,805.0,216.0,,,,,,,
572045,163.0,43.0,977.0,,140.0,376.0,1167.0,1918.0,840.0,,2.0,,,,,
573249,161.0,11.0,416.0,189.0,265.0,256.0,951.0,1842.0,2229.0,3.0,5.0,34.0,,74.0,102.0,
573451,237.0,898.0,1178.0,73.0,1508.0,267.0,365.0,1018.0,1491.0,,,,,,,
576255,477.0,1386.0,3392.0,25.0,1321.0,181.0,770.0,829.0,315.0,,49.0,,14.0,,145.0,
578057,967.0,1289.0,3026.0,,1607.0,401.0,187.0,1096.0,451.0,,37.0,11.0,15.0,5.0,213.0,
578158,175.0,515.0,94.0,3.0,132.0,674.0,4285.0,1614.0,2736.0,10.0,,,,,,
579665,263.0,587.0,2477.0,74.0,536.0,504.0,1007.0,3896.0,678.0,1.0,8.0,39.0,,,2.0,
579867,22.0,1166.0,1721.0,51.0,1914.0,175.0,713.0,519.0,1454.0,1.0,16.0,84.0,67.0,,93.0,43.0
580044,84.0,232.0,1721.0,,1593.0,88.0,284.0,1462.0,1862.0,,,5.0,,,,2.0
580650,26.0,42.0,967.0,53.0,138.0,297.0,973.0,1680.0,1648.0,,5.0,8.0,,,,
581349,129.0,1195.0,1618.0,34.0,731.0,463.0,512.0,1731.0,1545.0,,3.0,,,,,
581450,276.0,170.0,2582.0,125.0,747.0,104.0,1160.0,1833.0,1980.0,2.0,,29.0,,,70.0,
583858,24.0,290.0,898.0,,455.0,383.0,138.0,759.0,34.0,,,47.0,,,,
585256,12.0,480.0,852.0,33.0,422.0,176.0,30.0,625.0,54.0,,1.0,,,,,
585862,164.0,325.0,1528.0,17.0,300.0,398.0,347.0,943.0,98.0,,5.0,109.0,,1.0,11.0,
