,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
586460,1.0,24.0,2252.0,,80.0,3.0,357.0,1404.0,283.0,,,,,,,
587664,172.0,1296.0,1261.0,,1316.0,88.0,675.0,1036.0,302.0,,6.0,5.0,1.0,,,
588565,162.0,44.0,617.0,,164.0,251.0,817.0,980.0,320.0,,,,,,,
589567,27.0,15.0,394.0,,33.0,331.0,505.0,602.0,449.0,,,,,,,
592455,3.0,440.0,881.0,,29.0,481.0,1074.0,1229.0,931.0,8.0,,,,,,
594156,16.0,127.0,1259.0,,397.0,29.0,111.0,457.0,4.0,,,,,,,
597869,58.0,3.0,616.0,272.0,1.0,554.0,2092.0,2698.0,1811.0,,2.0,93.0,,,,
598568,243.0,572.0,196.0,2.0,476.0,498.0,16.0,257.0,22.0,8.0,8.0,42.0,,,,
599065,6.0,461.0,1401.0,,960.0,554.0,1174.0,599.0,154.0,5.0,,13.0,,,,
599671,113.0,1140.0,1608.0,25.0,5937.0,67.0,318.0,750.0,323.0,1.0,,2.0,,25.0,13.0,13.0
601127,53.0,3.0,532.0,,16.0,418.0,1474.0,3192.0,2064.0,4.0,2.0,7.0,15.0,2.0,19.0,15.0
604537,451.0,148.0,1618.0,22.0,519.0,63.0,316.0,1296.0,790.0,,,17.0,,1.0,6.0,226.0
611938,128.0,1069.0,1115.0,,970.0,196.0,297.0,563.0,100.0,2.0,,5.0,,,,
613538,,74.0,150.0,1.0,352.0,433.0,501.0,847.0,536.0,,,43.0,,,,
615441,67.0,261.0,595.0,,100.0,116.0,173.0,1391.0,255.0,,,13.0,1.0,,,
615744,,94.0,63.0,45.0,203.0,208.0,449.0,2029.0,1390.0,,11.0,,,,,
616645,113.0,276.0,546.0,8.0,283.0,173.0,3.0,583.0,159.0,3.0,4.0,78.0,3.0,4.0,1.0,2.0
617748,62.0,29.0,1788.0,454.0,66.0,166.0,459.0,2469.0,2335.0,9.0,66.0,242.0,,4.0,7.0,
618952,81.0,279.0,556.0,1.0,231.0,443.0,879.0,135.0,156.0,,,,,,,
622236,3.0,662.0,1033.0,,801.0,1.0,43.0,90.0,94.0,,,,,,,
623844,297.0,399.0,2041.0,4.0,1073.0,149.0,296.0,835.0,563.0,,6.0,3.0,,,,11.0
626648,592.0,1333.0,2988.0,6.0,2906.0,268.0,569.0,1606.0,823.0,1.0,1.0,6.0,,,,
627549,342.0,409.0,635.0,56.0,463.0,76.0,422.0,488.0,172.0,,,2.0,,,2.0,
627852,24.0,291.0,154.0,8.0,649.0,14.0,182.0,597.0,218.0,,,,,,,
633847,1012.0,786.0,2899.0,,913.0,279.0,172.0,1172.0,236.0,,,,,,,
634748,66.0,755.0,1189.0,6.0,657.0,68.0,209.0,450.0,99.0,1.0,2.0,30.0,,,,
635245,908.0,819.0,1520.0,8.0,1151.0,35.0,290.0,580.0,182.0,12.0,,27.0,1.0,3.0,3.0,3.0
638049,260.0,431.0,1109.0,1.0,706.0,300.0,133.0,993.0,106.0,,,,,,,
644044,178.0,2087.0,1658.0,,2119.0,24.0,98.0,1114.0,359.0,34.0,,57.0,,,2.0,
645450,104.0,90.0,245.0,3.0,56.0,661.0,1786.0,1587.0,1216.0,1.0,1.0,,,,,
645551,10.0,196.0,196.0,16.0,282.0,32.0,650.0,654.0,259.0,,,,1.0,,,1.0
647858,,55.0,276.0,8.0,33.0,1281.0,1082.0,2612.0,1560.0,,2.0,10.0,,,8.0,
654350,458.0,4507.0,1813.0,,2561.0,359.0,266.0,3015.0,330.0,,2.0,6.0,23.0,,4.0,
654552,161.0,54.0,1329.0,4.0,824.0,195.0,200.0,1978.0,1217.0,46.0,8.0,92.0,,90.0,383.0,23.0
654754,35.0,103.0,667.0,158.0,205.0,48.0,469.0,463.0,745.0,3.0,168.0,,4.0,,,2.0
656253,280.0,210.0,213.0,,177.0,30.0,10.0,47.0,16.0,,,,,,,
657659,63.0,86.0,1921.0,33.0,236.0,327.0,749.0,1562.0,848.0,,,116.0,,,19.0,
660951,29.0,30.0,886.0,,111.0,180.0,693.0,2978.0,932.0,,,,,,,
663755,193.0,26.0,470.0,1.0,166.0,106.0,906.0,1071.0,1568.0,,,14.0,,,3.0,
664757,92.0,511.0,798.0,24.0,472.0,173.0,284.0,1431.0,53.0,,6.0,4.0,,,,
665254,29.0,1092.0,2345.0,14.0,1766.0,117.0,463.0,1566.0,168.0,,2.0,,,,,
667056,219.0,276.0,462.0,17.0,587.0,111.0,180.0,795.0,138.0,,,7.0,,,,
668361,150.0,1270.0,741.0,,296.0,105.0,185.0,375.0,71.0,2.0,,,,,,
671855,3.0,52.0,668.0,,26.0,64.0,412.0,386.0,139.0,,1.0,,52.0,,,
672756,88.0,154.0,122.0,,158.0,780.0,794.0,1528.0,752.0,1.0,,,,,,
673455,278.0,632.0,2939.0,3.0,1875.0,135.0,392.0,1333.0,772.0,,41.0,13.0,,,3.0,9.0
675661,9.0,86.0,75.0,1.0,61.0,295.0,615.0,254.0,183.0,,,,1.0,63.0,31.0,
677766,4.0,13.0,314.0,,12.0,207.0,52.0,1059.0,1278.0,,11.0,,,,,
677968,499.0,2956.0,3361.0,,3108.0,12.0,62.0,698.0,68.0,6.0,,6.0,,,,
679568,5.0,4.0,424.0,312.0,79.0,679.0,1414.0,1848.0,1841.0,4.0,148.0,9.0,18.0,,,
679770,2.0,13.0,434.0,,34.0,14.0,236.0,103.0,19.0,,,,,4.0,26.0,
680250,275.0,269.0,1618.0,,656.0,70.0,128.0,695.0,62.0,34.0,,54.0,,1.0,46.0,
680452,98.0,480.0,1820.0,132.0,1086.0,156.0,437.0,3947.0,1622.0,,1.0,1.0,,,,
680957,114.0,224.0,2594.0,846.0,129.0,188.0,1139.0,5954.0,3264.0,11.0,435.0,54.0,1.0,11.0,97.0,99.0
683256,126.0,485.0,3060.0,16.0,674.0,92.0,1429.0,2257.0,530.0,1.0,3.0,16.0,,,,32.0
685058,52.0,506.0,2324.0,27.0,878.0,14.0,9.0,520.0,23.0,,,13.0,,,,
686969,24.0,763.0,497.0,,361.0,187.0,1856.0,3352.0,1199.0,,2.0,,,,,
687163,35.0,88.0,919.0,121.0,127.0,41.0,451.0,1653.0,1164.0,,4.0,26.0,,6.0,27.0,
690152,59.0,134.0,905.0,51.0,219.0,58.0,271.0,939.0,1113.0,2.0,7.0,3.0,26.0,,,70.0
692964,34.0,418.0,791.0,4.0,540.0,102.0,292.0,748.0,21.0,,,,,,,
693461,84.0,125.0,1519.0,107.0,500.0,17.0,379.0,559.0,570.0,,119.0,,,1.0,,
693764,26.0,63.0,59.0,,9.0,57.0,496.0,397.0,451.0,,,,,,,
694362,305.0,174.0,619.0,,258.0,360.0,45.0,731.0,77.0,1.0,,,,,,
695768,883.0,541.0,1065.0,86.0,135.0,753.0,806.0,705.0,60.0,4.0,50.0,3.0,,1.0,,
698168,126.0,591.0,721.0,,2271.0,187.0,627.0,603.0,54.0,,,,,,,1.0
700634,17.0,154.0,451.0,1.0,6.0,309.0,453.0,624.0,400.0,,32.0,,5.0,1.0,10.0,
701535,67.0,41.0,921.0,72.0,87.0,1384.0,2553.0,2276.0,2733.0,1.0,110.0,8.0,67.0,90.0,535.0,
702133,54.0,454.0,919.0,26.0,230.0,332.0,519.0,718.0,214.0,1.0,70.0,50.0,,,34.0,
704238,45.0,857.0,1494.0,,762.0,79.0,372.0,232.0,337.0,,,,,,19.0,
705341,28.0,935.0,722.0,127.0,898.0,291.0,851.0,1309.0,2953.0,,12.0,,,,,
707749,379.0,541.0,725.0,20.0,3481.0,6.0,49.0,430.0,287.0,,,,,,,
713239,12.0,103.0,1426.0,,132.0,147.0,274.0,478.0,374.0,,,1.0,,,,
715041,4.0,,218.0,14.0,12.0,371.0,159.0,1367.0,870.0,,6.0,,,,,
715647,131.0,3080.0,1049.0,43.0,1479.0,644.0,739.0,1773.0,3650.0,78.0,17.0,17.0,11.0,1.0,,
715950,44.0,664.0,2311.0,16.0,2220.0,36.0,536.0,1027.0,1292.0,8.0,,97.0,,1.0,9.0,1.0
720337,167.0,128.0,676.0,4.0,227.0,69.0,105.0,954.0,1330.0,11.0,4.0,2.0,,,,
724446,49.0,316.0,897.0,1.0,30.0,401.0,171.0,1059.0,89.0,,1.0,8.0,,,,
725751,5.0,592.0,379.0,4.0,1069.0,569.0,1173.0,1538.0,929.0,,1.0,16.0,,,,
727553,1.0,53.0,494.0,12.0,105.0,664.0,1379.0,2343.0,2581.0,,20.0,12.0,1.0,,24.0,3.0
727654,5.0,33.0,227.0,,40.0,365.0,1296.0,1515.0,1084.0,2.0,,102.0,,,,
728454,529.0,705.0,2312.0,,565.0,10.0,49.0,338.0,24.0,6.0,8.0,6.0,,,,
729254,37.0,230.0,929.0,40.0,631.0,388.0,352.0,3607.0,2264.0,,50.0,90.0,4.0,8.0,233.0,32.0
729557,164.0,350.0,1002.0,16.0,236.0,146.0,87.0,639.0,117.0,1.0,14.0,5.0,,2.0,20.0,3.0
731140,1.0,324.0,971.0,,283.0,136.0,9.0,681.0,29.0,,2.0,,,,,
732243,76.0,98.0,571.0,47.0,223.0,10.0,121.0,455.0,288.0,,32.0,,,,,1.0
735148,40.0,333.0,730.0,1.0,996.0,143.0,256.0,558.0,519.0,,18.0,,,,,3.0
737960,17.0,113.0,655.0,141.0,468.0,62.0,92.0,402.0,2102.0,,1.0,2.0,1.0,2.0,8.0,
742549,74.0,65.0,998.0,17.0,159.0,435.0,87.0,1023.0,71.0,,133.0,33.0,3.0,,,
744553,12.0,114.0,1288.0,156.0,149.0,305.0,380.0,1177.0,331.0,1.0,2.0,133.0,,,,
748258,65.0,943.0,2992.0,46.0,836.0,74.0,489.0,1607.0,1190.0,9.0,1.0,25.0,2.0,9.0,91.0,3.0
748662,752.0,1349.0,2458.0,76.0,4710.0,223.0,174.0,1302.0,568.0,1.0,33.0,3.0,40.0,2.0,6.0,25.0
749058,117.0,479.0,1389.0,3.0,309.0,177.0,790.0,1815.0,1959.0,,12.0,20.0,8.0,10.0,42.0,6.0
749361,28.0,76.0,1106.0,,181.0,392.0,85.0,85.0,1.0,,,,,,,
751348,208.0,115.0,786.0,2.0,282.0,1342.0,2086.0,2491.0,2712.0,,,,,,,
751550,296.0,727.0,1456.0,32.0,450.0,143.0,163.0,1904.0,3803.0,2.0,80.0,20.0,3.0,,26.0,
753150,47.0,944.0,32.0,,248.0,23.0,320.0,432.0,99.0,,,,,,,
753251,306.0,2261.0,1312.0,15.0,1777.0,397.0,167.0,534.0,41.0,1.0,,5.0,,,,
756055,16.0,24.0,42.0,,18.0,385.0,598.0,540.0,439.0,,,,,,,
757764,47.0,95.0,1035.0,,322.0,510.0,509.0,1418.0,874.0,,2.0,,,,,
759869,45.0,2195.0,113.0,,945.0,274.0,69.0,258.0,19.0,,,,,,25.0,
760551,260.0,28.0,987.0,2.0,18.0,1316.0,515.0,3339.0,1522.0,2.0,,44.0,,,,
761957,16.0,512.0,820.0,10.0,127.0,547.0,891.0,1352.0,3262.0,,40.0,,,,,
765056,172.0,1852.0,1126.0,5.0,738.0,15.0,546.0,381.0,916.0,,1.0,,,,,
766563,42.0,354.0,1764.0,,181.0,345.0,497.0,3124.0,2402.0,,,,,,,
769064,169.0,1540.0,647.0,2.0,834.0,36.0,385.0,170.0,475.0,,,9.0,,,58.0,
770352,105.0,781.0,459.0,,186.0,167.0,287.0,293.0,63.0,,,,,,,
773257,7.0,253.0,695.0,,320.0,195.0,113.0,1369.0,260.0,,,,,,,
774663,12.0,177.0,551.0,21.0,21.0,190.0,121.0,652.0,458.0,,2.0,,,,15.0,
782561,54.0,69.0,1373.0,91.0,114.0,23.0,19.0,1185.0,12.0,2.0,2.0,8.0,,,34.0,
784565,2.0,13.0,460.0,12.0,95.0,609.0,236.0,1114.0,149.0,,1.0,,1.0,,1.0,
786569,571.0,1041.0,3532.0,2.0,280.0,101.0,365.0,392.0,425.0,,,,,,,
788674,446.0,1193.0,2779.0,158.0,1043.0,676.0,2839.0,4442.0,4516.0,,5.0,164.0,,,57.0,6.0
788876,62.0,20.0,280.0,26.0,115.0,892.0,3339.0,2095.0,4855.0,,1.0,3.0,,15.0,65.0,
789373,350.0,1064.0,1166.0,,667.0,29.0,513.0,1313.0,1045.0,,,1.0,,,,
792564,6.0,112.0,734.0,,191.0,4.0,38.0,885.0,245.0,,,,,,,
792867,70.0,4.0,146.0,30.0,132.0,41.0,2940.0,376.0,1738.0,,,,,,,
793465,47.0,675.0,2346.0,,886.0,74.0,179.0,1896.0,190.0,1.0,,,,,,
800941,6.0,,987.0,,1.0,6.0,24.0,3728.0,1451.0,,,,6.0,,,
802844,7.0,879.0,107.0,90.0,996.0,4.0,143.0,590.0,249.0,,17.0,12.0,1.0,,4.0,1.0
803240,235.0,597.0,2490.0,157.0,325.0,844.0,487.0,2007.0,307.0,7.0,24.0,48.0,,51.0,221.0,
804646,890.0,808.0,2511.0,19.0,1557.0,4.0,81.0,1449.0,1127.0,16.0,20.0,79.0,,5.0,66.0,18.0
809252,662.0,1847.0,2426.0,3.0,1154.0,229.0,11.0,1222.0,231.0,,5.0,28.0,,2.0,75.0,
810439,7.0,,178.0,,51.0,207.0,421.0,705.0,759.0,5.0,,,,,,
810843,160.0,768.0,1108.0,,1012.0,141.0,178.0,601.0,65.0,,,5.0,,,,
812746,46.0,506.0,634.0,1.0,750.0,188.0,779.0,1308.0,717.0,,2.0,,,,,1.0
814548,116.0,111.0,1381.0,11.0,641.0,414.0,369.0,925.0,150.0,16.0,10.0,49.0,1.0,5.0,25.0,
814649,43.0,22.0,878.0,,528.0,636.0,864.0,1846.0,1233.0,,,,,,1.0,
816653,243.0,217.0,1501.0,,69.0,50.0,74.0,445.0,46.0,,1.0,,,,,
820745,65.0,169.0,420.0,,379.0,14.0,21.0,425.0,2.0,,,,,,,
825048,799.0,2164.0,1899.0,3.0,2280.0,,119.0,557.0,75.0,14.0,,11.0,,,,
825654,235.0,28.0,1385.0,104.0,119.0,301.0,373.0,646.0,66.0,,,94.0,,,,
826353,321.0,590.0,1215.0,27.0,1064.0,530.0,369.0,1627.0,509.0,2.0,4.0,63.0,2.0,,7.0,
826454,111.0,552.0,799.0,31.0,1354.0,65.0,354.0,306.0,489.0,,130.0,6.0,1.0,,43.0,1.0
827052,360.0,321.0,2437.0,,290.0,750.0,1077.0,1749.0,1327.0,,,,,,,
828862,579.0,684.0,1959.0,62.0,866.0,32.0,132.0,632.0,51.0,3.0,11.0,19.0,,1.0,,
832651,185.0,1695.0,1248.0,,2032.0,84.0,13.0,110.0,64.0,,,,,,,
833148,219.0,161.0,1154.0,11.0,217.0,497.0,989.0,1715.0,1066.0,,,,,5.0,,
833249,63.0,5.0,338.0,5.0,23.0,1146.0,690.0,2102.0,1534.0,1.0,21.0,6.0,2.0,,4.0,12.0
835657,251.0,832.0,1299.0,,297.0,10.0,11.0,282.0,41.0,1.0,,,,,,
837560,411.0,1143.0,1776.0,,1054.0,8.0,579.0,656.0,301.0,,,,,,,
837964,59.0,37.0,1862.0,3.0,81.0,1554.0,1240.0,1959.0,1447.0,7.0,30.0,,,,,74.0
841349,58.0,862.0,1132.0,22.0,884.0,269.0,209.0,664.0,299.0,,4.0,5.0,,,1.0,
843151,4.0,7.0,3.0,,21.0,42.0,2819.0,336.0,804.0,,,,,,,
844961,31.0,151.0,1308.0,2.0,496.0,75.0,135.0,340.0,20.0,,,3.0,,,,
845458,222.0,563.0,1862.0,16.0,197.0,744.0,914.0,1334.0,617.0,,18.0,,,,5.0,
849264,10.0,493.0,239.0,513.0,65.0,238.0,198.0,3525.0,1648.0,1.0,,41.0,,59.0,,
849971,89.0,134.0,829.0,,437.0,320.0,1356.0,477.0,389.0,,,,,,,
852455,23.0,368.0,1232.0,26.0,754.0,188.0,1503.0,1135.0,5282.0,,14.0,,,1.0,1.0,
856463,160.0,138.0,1961.0,,325.0,1613.0,906.0,1168.0,227.0,,8.0,,,7.0,6.0,
856766,8.0,8.0,520.0,3.0,91.0,294.0,207.0,1257.0,137.0,,17.0,,,3.0,1.0,
856968,3.0,36.0,84.0,,256.0,180.0,222.0,276.0,699.0,,,,,,,
857263,17.0,122.0,255.0,,147.0,214.0,364.0,489.0,52.0,1.0,,,,1.0,99.0,
859671,4.0,64.0,522.0,,357.0,97.0,9.0,216.0,7.0,,,1.0,,,,
861456,274.0,503.0,2413.0,9.0,2952.0,327.0,573.0,1139.0,515.0,,32.0,2.0,41.0,3.0,14.0,
865363,75.0,79.0,305.0,8.0,28.0,739.0,1265.0,797.0,653.0,2.0,59.0,,,,,
867468,658.0,112.0,356.0,3.0,194.0,57.0,524.0,760.0,193.0,,7.0,1.0,,,,
869472,12.0,1281.0,978.0,22.0,1011.0,654.0,1074.0,961.0,969.0,,8.0,,,,,
870861,8.0,379.0,766.0,4.0,1123.0,529.0,459.0,895.0,592.0,,3.0,,,,,
871762,3.0,8.0,517.0,,45.0,556.0,160.0,2667.0,2715.0,3.0,,11.0,,,,
871964,168.0,1111.0,2637.0,5.0,2263.0,68.0,1113.0,2346.0,1897.0,,6.0,1.0,,,40.0,
872158,113.0,263.0,386.0,,302.0,38.0,25.0,195.0,29.0,,4.0,,,,,
872562,32.0,189.0,1125.0,,610.0,281.0,193.0,699.0,92.0,,1.0,,,,,
873968,18.0,523.0,2551.0,63.0,407.0,412.0,771.0,2914.0,1212.0,,38.0,4.0,,3.0,2.0,
877168,13.0,717.0,1829.0,,751.0,30.0,17.0,820.0,243.0,5.0,1.0,4.0,,,2.0,
877269,,647.0,1619.0,35.0,1787.0,167.0,183.0,900.0,114.0,2.0,,116.0,,36.0,40.0,
878776,69.0,510.0,1198.0,,428.0,143.0,64.0,2044.0,194.0,3.0,1.0,5.0,,,,
878877,433.0,2254.0,2504.0,7.0,3434.0,1042.0,1704.0,5290.0,8622.0,,,4.0,1.0,,2.0,
882161,16.0,17.0,186.0,19.0,112.0,353.0,1702.0,2079.0,1335.0,,44.0,23.0,6.0,,86.0,
884064,69.0,414.0,1363.0,,94.0,6.0,78.0,57.0,115.0,1.0,,4.0,,,,
885975,114.0,253.0,1169.0,,335.0,14.0,630.0,1049.0,255.0,,,7.0,,,,
886674,3.0,427.0,125.0,85.0,50.0,111.0,113.0,1415.0,1592.0,,1.0,,,,,
887373,91.0,652.0,1580.0,23.0,975.0,429.0,154.0,1390.0,1201.0,,12.0,,,,,
888678,,4.0,109.0,103.0,6.0,139.0,1395.0,660.0,1453.0,,2.0,,1.0,,,
889579,150.0,2260.0,2519.0,56.0,3246.0,212.0,658.0,3633.0,306.0,5.0,40.0,1.0,,5.0,,
891667,26.0,427.0,142.0,8.0,52.0,49.0,202.0,359.0,45.0,,1.0,,,18.0,14.0,
894673,13.0,979.0,2278.0,,679.0,3.0,29.0,701.0,53.0,1.0,1.0,33.0,,,,
894774,52.0,555.0,1085.0,16.0,433.0,410.0,797.0,2061.0,1179.0,,,6.0,,,,
896778,45.0,806.0,2512.0,343.0,1513.0,195.0,1755.0,1920.0,2698.0,,20.0,10.0,1.0,,1.0,
896879,112.0,217.0,2135.0,30.0,220.0,281.0,629.0,1520.0,666.0,1.0,50.0,2.0,2.0,1.0,76.0,
898176,528.0,462.0,2856.0,,909.0,81.0,444.0,476.0,563.0,26.0,2.0,,,35.0,92.0,
899885,526.0,949.0,1429.0,54.0,1670.0,635.0,2458.0,2573.0,2437.0,15.0,76.0,19.0,9.0,129.0,92.0,33.0
901038,658.0,770.0,3450.0,14.0,399.0,422.0,1242.0,1170.0,430.0,,,,,,,
901139,597.0,339.0,2430.0,7.0,527.0,758.0,447.0,3011.0,142.0,16.0,9.0,29.0,,,,2.0
901442,30.0,199.0,1065.0,52.0,211.0,630.0,549.0,2759.0,1819.0,52.0,24.0,117.0,,24.0,477.0,
904044,16.0,435.0,1041.0,,1014.0,160.0,755.0,793.0,179.0,,2.0,37.0,,,,
905147,36.0,71.0,2036.0,82.0,2210.0,801.0,776.0,2343.0,838.0,,58.0,1.0,27.0,15.0,456.0,6.0
907656,12.0,39.0,745.0,32.0,75.0,426.0,564.0,688.0,402.0,1.0,22.0,33.0,,,16.0,
908860,,,41.0,,1.0,1251.0,1584.0,3553.0,3383.0,,2.0,,,,,
910241,1004.0,4256.0,4369.0,39.0,6368.0,371.0,926.0,2675.0,1587.0,4.0,23.0,2.0,6.0,7.0,84.0,
910443,111.0,2345.0,3674.0,,2969.0,221.0,352.0,2081.0,1668.0,5.0,,11.0,,,,
911849,82.0,564.0,871.0,2.0,136.0,130.0,455.0,802.0,1076.0,,,13.0,,,5.0,5.0
912447,172.0,1633.0,1116.0,3.0,1730.0,111.0,1268.0,2062.0,855.0,4.0,43.0,46.0,114.0,90.0,163.0,6.0
917255,1.0,35.0,16.0,8.0,126.0,1.0,156.0,438.0,449.0,,,,,,,
917558,84.0,573.0,546.0,57.0,453.0,144.0,74.0,329.0,31.0,32.0,11.0,31.0,,,,
922854,18.0,104.0,160.0,,319.0,2.0,477.0,295.0,99.0,,,,,,,
923755,43.0,564.0,1823.0,74.0,729.0,1.0,777.0,841.0,1458.0,1.0,6.0,131.0,,3.0,158.0,11.0
926862,3.0,100.0,900.0,3.0,30.0,71.0,455.0,1751.0,1525.0,,2.0,,,,1.0,4.0
927359,80.0,230.0,1443.0,12.0,135.0,312.0,1764.0,951.0,1160.0,,123.0,2.0,,1.0,136.0,
929464,117.0,4.0,377.0,,30.0,741.0,64.0,570.0,50.0,2.0,21.0,6.0,,,,
930449,195.0,263.0,1712.0,22.0,762.0,35.0,,312.0,4.0,1.0,,,,,,
932554,181.0,6.0,311.0,3.0,560.0,1195.0,1483.0,2777.0,1819.0,2.0,34.0,47.0,,,,
933253,9.0,138.0,916.0,4.0,231.0,139.0,1711.0,806.0,1449.0,,9.0,,,3.0,,
937160,260.0,1816.0,1037.0,26.0,2234.0,585.0,189.0,377.0,123.0,,8.0,24.0,7.0,55.0,3.0,
942658,23.0,462.0,1100.0,185.0,2092.0,238.0,162.0,2293.0,974.0,21.0,,278.0,,,,
947668,,5.0,329.0,3.0,133.0,94.0,85.0,76.0,42.0,,,,,,,
951457,,,306.0,,61.0,405.0,799.0,1482.0,1684.0,,,4.0,,,,
952863,18.0,486.0,2073.0,14.0,218.0,196.0,194.0,727.0,264.0,2.0,40.0,141.0,,,59.0,
955465,40.0,790.0,2101.0,,1480.0,72.0,538.0,556.0,1171.0,,8.0,,43.0,,23.0,
959574,35.0,136.0,1133.0,27.0,219.0,1527.0,760.0,1736.0,746.0,2.0,33.0,,,,267.0,
965771,160.0,56.0,1355.0,154.0,265.0,126.0,293.0,2574.0,2995.0,1.0,1.0,34.0,1.0,,,1.0
966975,168.0,372.0,832.0,14.0,410.0,613.0,890.0,1251.0,1000.0,,13.0,,1.0,43.0,86.0,
971160,56.0,536.0,853.0,79.0,1410.0,33.0,214.0,620.0,831.0,,4.0,,,,1.0,
972566,,,18.0,2.0,,364.0,1757.0,1294.0,2253.0,3.0,1.0,,,,,
973770,416.0,362.0,2048.0,,533.0,249.0,1566.0,1311.0,1373.0,16.0,4.0,20.0,1.0,,,1.0
978578,155.0,201.0,839.0,,481.0,46.0,446.0,202.0,39.0,,17.0,,,,,
979984,838.0,470.0,3450.0,3.0,1843.0,105.0,822.0,759.0,857.0,4.0,3.0,52.0,,34.0,292.0,
983773,511.0,358.0,707.0,,177.0,686.0,517.0,1203.0,279.0,,128.0,,,27.0,,
984472,102.0,1187.0,2602.0,8.0,980.0,986.0,1299.0,2597.0,1366.0,5.0,1.0,14.0,1.0,,,2.0
987074,43.0,1417.0,2233.0,6.0,1261.0,103.0,1171.0,1599.0,127.0,8.0,103.0,70.0,1.0,2.0,1.0,
989987,12.0,243.0,80.0,,133.0,1.0,12.0,220.0,57.0,,,,,,,
990366,16.0,71.0,346.0,18.0,170.0,4.0,254.0,248.0,646.0,6.0,,,,,,
991267,419.0,1163.0,2728.0,,1291.0,22.0,105.0,1912.0,137.0,,,,,,,
992774,286.0,1585.0,885.0,,3180.0,152.0,179.0,885.0,333.0,,,3.0,,,,
995174,157.0,535.0,1752.0,5.0,988.0,37.0,1583.0,2219.0,1426.0,73.0,,190.0,,,,
996782,23.0,181.0,696.0,6.0,538.0,138.0,560.0,1995.0,744.0,,27.0,2.0,,,,
